Gene_Symb,Transcription_Level,Hotpoint_Mutation,CRISPR_KO_Effect,Differentiation_Rate
NEUROG1,NA/N,NA/N,NA/N,NA/N
NEUROG3,NA/N,NA/N,NA/N,NA/N
TEP1,NA/N,NA/N,NA/N,NA/N
SPRED1,NA/N,NA/N,NA/N,NA/N
NFAM1,NA/N,NA/N,NA/N,NA/N
NFAT5,NA/N,NA/N,NA/N,NA/N
HMGCS2,NA/N,NA/N,NA/N,NA/N
SEMA7A,NA/N,NA/N,NA/N,NA/N
NFATC2IP,NA/N,NA/N,NA/N,NA/N
NFATC4,NA/N,NA/N,NA/N,NA/N
NFE2L3,NA/N,NA/N,NA/N,NA/N
NFE4,NA/N,NA/N,NA/N,NA/N
NFKBIE,NA/N,NA/N,NA/N,NA/N
NFKBID,NA/N,NA/N,NA/N,NA/N
NFKBIZ,NA/N,NA/N,NA/N,NA/N
POLE4,NA/N,NA/N,NA/N,NA/N
PON3,NA/N,NA/N,NA/N,NA/N
PON1,NA/N,NA/N,NA/N,NA/N
NGB,NA/N,NA/N,NA/N,NA/N
NGEF,NA/N,NA/N,NA/N,NA/N
NGF,NA/N,NA/N,NA/N,NA/N
RAD23A,NA/N,NA/N,NA/N,NA/N
NHEJ1,NA/N,NA/N,NA/N,NA/N
NHLRC2,NA/N,NA/N,NA/N,NA/N
CTSC,NA/N,NA/N,NA/N,NA/N
TTLL1,NA/N,NA/N,NA/N,NA/N
NIPAL3,NA/N,NA/N,NA/N,NA/N
NKAPL,NA/N,NA/N,NA/N,NA/N
NKD2,NA/N,NA/N,NA/N,NA/N
PAX8,NA/N,NA/N,NA/N,NA/N
NLGN1,NA/N,NA/N,NA/N,NA/N
NLGN3,NA/N,NA/N,NA/N,NA/N
NLGN4X,NA/N,NA/N,NA/N,NA/N
QPRT,NA/N,NA/N,NA/N,NA/N
NLK,NA/N,NA/N,NA/N,NA/N
NLRC5,NA/N,NA/N,NA/N,NA/N
NLRP2,NA/N,NA/N,NA/N,NA/N
NLRP4,NA/N,NA/N,NA/N,NA/N
NLRP7,NA/N,NA/N,NA/N,NA/N
NMBR,NA/N,NA/N,NA/N,NA/N
NMB,NA/N,NA/N,NA/N,NA/N
NME3,NA/N,NA/N,NA/N,NA/N
DYDC2,NA/N,NA/N,NA/N,NA/N
NME6,NA/N,NA/N,NA/N,NA/N
C1orf189,NA/N,NA/N,NA/N,NA/N
HHLA3,NA/N,NA/N,NA/N,NA/N
NMRAL1,NA/N,NA/N,NA/N,NA/N
NMUR1,NA/N,NA/N,NA/N,NA/N
NMUR2,NA/N,NA/N,NA/N,NA/N
NOD1,NA/N,NA/N,NA/N,NA/N
NOG,NA/N,NA/N,NA/N,NA/N
NOL3,NA/N,NA/N,NA/N,NA/N
NOL7,NA/N,NA/N,NA/N,NA/N
SCARB2,NA/N,NA/N,NA/N,NA/N
PROSER1,NA/N,NA/N,NA/N,NA/N
DHX33,NA/N,NA/N,NA/N,NA/N
SYN3,NA/N,NA/N,NA/N,NA/N
RASD1,NA/N,NA/N,NA/N,NA/N
SPSB2,NA/N,NA/N,NA/N,NA/N
SPSB4,NA/N,NA/N,NA/N,NA/N
NOSTRIN,NA/N,NA/N,NA/N,NA/N
NOTCH2NLA,NA/N,NA/N,NA/N,NA/N
NOVA2,NA/N,NA/N,NA/N,NA/N
NOX1,NA/N,NA/N,NA/N,NA/N
NOX5,NA/N,NA/N,NA/N,NA/N
NOXA1,NA/N,NA/N,NA/N,NA/N
NOXO1,NA/N,NA/N,NA/N,NA/N
NPAS1,NA/N,NA/N,NA/N,NA/N
NPAS3,NA/N,NA/N,NA/N,NA/N
NPAS4,NA/N,NA/N,NA/N,NA/N
NPB,NA/N,NA/N,NA/N,NA/N
NPBWR1,NA/N,NA/N,NA/N,NA/N
PROC,NA/N,NA/N,NA/N,NA/N
NPC1,NA/N,NA/N,NA/N,NA/N
NEGR1,NA/N,NA/N,NA/N,NA/N
YJU2,NA/N,NA/N,NA/N,NA/N
NPHP4,NA/N,NA/N,NA/N,NA/N
TNS1,NA/N,NA/N,NA/N,NA/N
RPGRIP1L,NA/N,NA/N,NA/N,NA/N
NPHS2,NA/N,NA/N,NA/N,NA/N
NPM2,NA/N,NA/N,NA/N,NA/N
NPNT,NA/N,NA/N,NA/N,NA/N
NPPA,NA/N,NA/N,NA/N,NA/N
PM20D1,NA/N,NA/N,NA/N,NA/N
NPPB,NA/N,NA/N,NA/N,NA/N
NPR3,NA/N,NA/N,NA/N,NA/N
NPPC,NA/N,NA/N,NA/N,NA/N
NPR2,NA/N,NA/N,NA/N,NA/N
NPTXR,NA/N,NA/N,NA/N,NA/N
NPW,NA/N,NA/N,NA/N,NA/N
NPY1R,NA/N,NA/N,NA/N,NA/N
NPY,NA/N,NA/N,NA/N,NA/N
NPY2R,NA/N,NA/N,NA/N,NA/N
NR0B1,NA/N,NA/N,NA/N,NA/N
NR1D2,NA/N,NA/N,NA/N,NA/N
RXRG,NA/N,NA/N,NA/N,NA/N
NR1H4,NA/N,NA/N,NA/N,NA/N
NR2C2AP,NA/N,NA/N,NA/N,NA/N
VRK3,NA/N,NA/N,NA/N,NA/N
HOXB1,NA/N,NA/N,NA/N,NA/N
NR4A2,NA/N,NA/N,NA/N,NA/N
NR6A1,NA/N,NA/N,NA/N,NA/N
NRAP,NA/N,NA/N,NA/N,NA/N
VAT1,NA/N,NA/N,NA/N,NA/N
NRBP2,NA/N,NA/N,NA/N,NA/N
NRG2,NA/N,NA/N,NA/N,NA/N
PGF,NA/N,NA/N,NA/N,NA/N
NRROS,NA/N,NA/N,NA/N,NA/N
NRXN1,NA/N,NA/N,NA/N,NA/N
NRXN3,NA/N,NA/N,NA/N,NA/N
MNDA,NA/N,NA/N,NA/N,NA/N
NSFL1C,NA/N,NA/N,NA/N,NA/N
NSG2,NA/N,NA/N,NA/N,NA/N
MAGEF1,NA/N,NA/N,NA/N,NA/N
SLF2,NA/N,NA/N,NA/N,NA/N
NSMF,NA/N,NA/N,NA/N,NA/N
NSUN7,NA/N,NA/N,NA/N,NA/N
NT5DC1,NA/N,NA/N,NA/N,NA/N
PKLR,NA/N,NA/N,NA/N,NA/N
NT5DC3,NA/N,NA/N,NA/N,NA/N
NT5E,NA/N,NA/N,NA/N,NA/N
SLC16A2,NA/N,NA/N,NA/N,NA/N
SAR1B,NA/N,NA/N,NA/N,NA/N
NTAN1,NA/N,NA/N,NA/N,NA/N
NTF3,NA/N,NA/N,NA/N,NA/N
NTF4,NA/N,NA/N,NA/N,NA/N
OPCML,NA/N,NA/N,NA/N,NA/N
NTNG1,NA/N,NA/N,NA/N,NA/N
NTNG2,NA/N,NA/N,NA/N,NA/N
PTPRR,NA/N,NA/N,NA/N,NA/N
DOK6,NA/N,NA/N,NA/N,NA/N
NTSR1,NA/N,NA/N,NA/N,NA/N
NUAK1,NA/N,NA/N,NA/N,NA/N
NUB1,NA/N,NA/N,NA/N,NA/N
SNCAIP,NA/N,NA/N,NA/N,NA/N
NUBP2,NA/N,NA/N,NA/N,NA/N
NUBP1,NA/N,NA/N,NA/N,NA/N
NUDT13,NA/N,NA/N,NA/N,NA/N
ZBTB48,NA/N,NA/N,NA/N,NA/N
NUDT5,NA/N,NA/N,NA/N,NA/N
NUDT6,NA/N,NA/N,NA/N,NA/N
WDR5B,NA/N,NA/N,NA/N,NA/N
PDE2A,NA/N,NA/N,NA/N,NA/N
CPE,NA/N,NA/N,NA/N,NA/N
ZNHIT3,NA/N,NA/N,NA/N,NA/N
NXF2,NA/N,NA/N,NA/N,NA/N
NUP43,NA/N,NA/N,NA/N,NA/N
THAP1,NA/N,NA/N,NA/N,NA/N
KRT75,NA/N,NA/N,NA/N,NA/N
NUPR1,NA/N,NA/N,NA/N,NA/N
NUSAP1,NA/N,NA/N,NA/N,NA/N
NUTF2,NA/N,NA/N,NA/N,NA/N
NUTM1,NA/N,NA/N,NA/N,NA/N
NXT2,NA/N,NA/N,NA/N,NA/N
ESF1,NA/N,NA/N,NA/N,NA/N
URM1,NA/N,NA/N,NA/N,NA/N
NXF5,NA/N,NA/N,NA/N,NA/N
NXPH2,NA/N,NA/N,NA/N,NA/N
NXPH3,NA/N,NA/N,NA/N,NA/N
NXF3,NA/N,NA/N,NA/N,NA/N
INPP4A,NA/N,NA/N,NA/N,NA/N
RGS8,NA/N,NA/N,NA/N,NA/N
NYAP2,NA/N,NA/N,NA/N,NA/N
MORN4,NA/N,NA/N,NA/N,NA/N
NYX,NA/N,NA/N,NA/N,NA/N
SHROOM1,NA/N,NA/N,NA/N,NA/N
OAS1,NA/N,NA/N,NA/N,NA/N
OAS3,NA/N,NA/N,NA/N,NA/N
OASL,NA/N,NA/N,NA/N,NA/N
ODC1,NA/N,NA/N,NA/N,NA/N
IL1F10,NA/N,NA/N,NA/N,NA/N
RGN,NA/N,NA/N,NA/N,NA/N
OBP2A,NA/N,NA/N,NA/N,NA/N
OBP2B,NA/N,NA/N,NA/N,NA/N
OBSCN,NA/N,NA/N,NA/N,NA/N
SLC30A3,NA/N,NA/N,NA/N,NA/N
INPP5B,NA/N,NA/N,NA/N,NA/N
ODAM,NA/N,NA/N,NA/N,NA/N
ODAPH,NA/N,NA/N,NA/N,NA/N
ODF1,NA/N,NA/N,NA/N,NA/N
ZMAT2,NA/N,NA/N,NA/N,NA/N
ODF3L1,NA/N,NA/N,NA/N,NA/N
ODF3L2,NA/N,NA/N,NA/N,NA/N
ODF4,NA/N,NA/N,NA/N,NA/N
OFCC1,NA/N,NA/N,NA/N,NA/N
C2CD3,NA/N,NA/N,NA/N,NA/N
OGFOD3,NA/N,NA/N,NA/N,NA/N
ATP2C1,NA/N,NA/N,NA/N,NA/N
OGN,NA/N,NA/N,NA/N,NA/N
PCOLCE2,NA/N,NA/N,NA/N,NA/N
OLFM2,NA/N,NA/N,NA/N,NA/N
OLFM3,NA/N,NA/N,NA/N,NA/N
OLFM4,NA/N,NA/N,NA/N,NA/N
OLFML3,NA/N,NA/N,NA/N,NA/N
OLR1,NA/N,NA/N,NA/N,NA/N
OMD,NA/N,NA/N,NA/N,NA/N
ONECUT1,NA/N,NA/N,NA/N,NA/N
OPHN1,NA/N,NA/N,NA/N,NA/N
OPN3,NA/N,NA/N,NA/N,NA/N
OPN4,NA/N,NA/N,NA/N,NA/N
OPRD1,NA/N,NA/N,NA/N,NA/N
PNOC,NA/N,NA/N,NA/N,NA/N
GJA4,NA/N,NA/N,NA/N,NA/N
MON2,NA/N,NA/N,NA/N,NA/N
ZWILCH,NA/N,NA/N,NA/N,NA/N
ZNF426,NA/N,NA/N,NA/N,NA/N
ZNF302,NA/N,NA/N,NA/N,NA/N
OR10H3,NA/N,NA/N,NA/N,NA/N
OR2K2,NA/N,NA/N,NA/N,NA/N
OR2S2,NA/N,NA/N,NA/N,NA/N
OR51E2,NA/N,NA/N,NA/N,NA/N
OR52W1,NA/N,NA/N,NA/N,NA/N
OR5F1,NA/N,NA/N,NA/N,NA/N
CCDC25,NA/N,NA/N,NA/N,NA/N
GALM,NA/N,NA/N,NA/N,NA/N
OR7C1,NA/N,NA/N,NA/N,NA/N
ORAI3,NA/N,NA/N,NA/N,NA/N
ORMDL3,NA/N,NA/N,NA/N,NA/N
OSBPL10,NA/N,NA/N,NA/N,NA/N
RILP,NA/N,NA/N,NA/N,NA/N
OSBPL5,NA/N,NA/N,NA/N,NA/N
OSER1,NA/N,NA/N,NA/N,NA/N
OSGIN1,NA/N,NA/N,NA/N,NA/N
OSMR,NA/N,NA/N,NA/N,NA/N
OSR1,NA/N,NA/N,NA/N,NA/N
PXDNL,NA/N,NA/N,NA/N,NA/N
OTC,NA/N,NA/N,NA/N,NA/N
OTUD1,NA/N,NA/N,NA/N,NA/N
GLA,NA/N,NA/N,NA/N,NA/N
MOG,NA/N,NA/N,NA/N,NA/N
OTUD6B,NA/N,NA/N,NA/N,NA/N
OTUD7B,NA/N,NA/N,NA/N,NA/N
OTX1,NA/N,NA/N,NA/N,NA/N
OTX2,NA/N,NA/N,NA/N,NA/N
OVCA2,NA/N,NA/N,NA/N,NA/N
OVOL1,NA/N,NA/N,NA/N,NA/N
OXCT2,NA/N,NA/N,NA/N,NA/N
OXNAD1,NA/N,NA/N,NA/N,NA/N
SRR,NA/N,NA/N,NA/N,NA/N
RELL2,NA/N,NA/N,NA/N,NA/N
OXT,NA/N,NA/N,NA/N,NA/N
OXTR,NA/N,NA/N,NA/N,NA/N
P2RX1,NA/N,NA/N,NA/N,NA/N
P2RX5,NA/N,NA/N,NA/N,NA/N
TIMM17A,NA/N,NA/N,NA/N,NA/N
P2RX6,NA/N,NA/N,NA/N,NA/N
P2RY1,NA/N,NA/N,NA/N,NA/N
P2RY12,NA/N,NA/N,NA/N,NA/N
TTC39A,NA/N,NA/N,NA/N,NA/N
P2RY14,NA/N,NA/N,NA/N,NA/N
P2RY8,NA/N,NA/N,NA/N,NA/N
RENBP,NA/N,NA/N,NA/N,NA/N
P4HA3,NA/N,NA/N,NA/N,NA/N
LOC100293130,NA/N,NA/N,NA/N,NA/N
ZNF787,NA/N,NA/N,NA/N,NA/N
PACRG,NA/N,NA/N,NA/N,NA/N
ANKRD24,NA/N,NA/N,NA/N,NA/N
COBLL1,NA/N,NA/N,NA/N,NA/N
PACSIN2,NA/N,NA/N,NA/N,NA/N
SWAP70,NA/N,NA/N,NA/N,NA/N
THG1L,NA/N,NA/N,NA/N,NA/N
PADI1,NA/N,NA/N,NA/N,NA/N
PADI4,NA/N,NA/N,NA/N,NA/N
PAEP,NA/N,NA/N,NA/N,NA/N
TTC37,NA/N,NA/N,NA/N,NA/N
PAFAH1B2,NA/N,NA/N,NA/N,NA/N
PAGE4,NA/N,NA/N,NA/N,NA/N
PAH,NA/N,NA/N,NA/N,NA/N
PABPC1L,NA/N,NA/N,NA/N,NA/N
PABPC5,NA/N,NA/N,NA/N,NA/N
PRPS2,NA/N,NA/N,NA/N,NA/N
SH3RF3,NA/N,NA/N,NA/N,NA/N
PAK5,NA/N,NA/N,NA/N,NA/N
INKA1,NA/N,NA/N,NA/N,NA/N
TANC2,NA/N,NA/N,NA/N,NA/N
PAM16,NA/N,NA/N,NA/N,NA/N
DNAJC15,NA/N,NA/N,NA/N,NA/N
PANK2,NA/N,NA/N,NA/N,NA/N
RASGRF2,NA/N,NA/N,NA/N,NA/N
PAPLN,NA/N,NA/N,NA/N,NA/N
PAPSS2,NA/N,NA/N,NA/N,NA/N
PAQR5,NA/N,NA/N,NA/N,NA/N
PTPN21,NA/N,NA/N,NA/N,NA/N
PARD6G,NA/N,NA/N,NA/N,NA/N
PARP11,NA/N,NA/N,NA/N,NA/N
PARP12,NA/N,NA/N,NA/N,NA/N
PARP16,NA/N,NA/N,NA/N,NA/N
PARP3,NA/N,NA/N,NA/N,NA/N
SOX10,NA/N,NA/N,NA/N,NA/N
RAX,NA/N,NA/N,NA/N,NA/N
PAX2,NA/N,NA/N,NA/N,NA/N
PAXX,NA/N,NA/N,NA/N,NA/N
PBDC1,NA/N,NA/N,NA/N,NA/N
RIPPLY2,NA/N,NA/N,NA/N,NA/N
PCDHA10,NA/N,NA/N,NA/N,NA/N
PCDHA9,NA/N,NA/N,NA/N,NA/N
PCDHA7,NA/N,NA/N,NA/N,NA/N
PCDHA6,NA/N,NA/N,NA/N,NA/N
PCDHA8,NA/N,NA/N,NA/N,NA/N
PCDHA11,NA/N,NA/N,NA/N,NA/N
PCDHA13,NA/N,NA/N,NA/N,NA/N
PCDHA12,NA/N,NA/N,NA/N,NA/N
PCDHAC1,NA/N,NA/N,NA/N,NA/N
PCDHA3,NA/N,NA/N,NA/N,NA/N
PCDHA2,NA/N,NA/N,NA/N,NA/N
PCDHA1,NA/N,NA/N,NA/N,NA/N
PCDHAC2,NA/N,NA/N,NA/N,NA/N
TMEM258,NA/N,NA/N,NA/N,NA/N
PCDHB10,NA/N,NA/N,NA/N,NA/N
PCDHB11,NA/N,NA/N,NA/N,NA/N
TP53I13,NA/N,NA/N,NA/N,NA/N
TMTC2,NA/N,NA/N,NA/N,NA/N
PCDHB12,NA/N,NA/N,NA/N,NA/N
PCDHB13,NA/N,NA/N,NA/N,NA/N
HIGD2A,NA/N,NA/N,NA/N,NA/N
PCDHB16,NA/N,NA/N,NA/N,NA/N
PCDHB6,NA/N,NA/N,NA/N,NA/N
PCDHB7,NA/N,NA/N,NA/N,NA/N
USE1,NA/N,NA/N,NA/N,NA/N
PCDHGA5,NA/N,NA/N,NA/N,NA/N
PCDHGA8,NA/N,NA/N,NA/N,NA/N
PCDHGA9,NA/N,NA/N,NA/N,NA/N
PCDHGA7,NA/N,NA/N,NA/N,NA/N
PCDHGB1,NA/N,NA/N,NA/N,NA/N
PCDHGB4,NA/N,NA/N,NA/N,NA/N
DCHS1,NA/N,NA/N,NA/N,NA/N
PCDHGA12,NA/N,NA/N,NA/N,NA/N
PCDH18,NA/N,NA/N,NA/N,NA/N
OPA3,NA/N,NA/N,NA/N,NA/N
PCDHGB5,NA/N,NA/N,NA/N,NA/N
PCDHGB3,NA/N,NA/N,NA/N,NA/N
PCDHGB2,NA/N,NA/N,NA/N,NA/N
PCDHB2,NA/N,NA/N,NA/N,NA/N
PCDHGC4,NA/N,NA/N,NA/N,NA/N
PCDH9,NA/N,NA/N,NA/N,NA/N
PCED1B,NA/N,NA/N,NA/N,NA/N
S100PBP,NA/N,NA/N,NA/N,NA/N
SCMH1,NA/N,NA/N,NA/N,NA/N
PCIF1,NA/N,NA/N,NA/N,NA/N
PCK1,NA/N,NA/N,NA/N,NA/N
PCLO,NA/N,NA/N,NA/N,NA/N
DTYMK,NA/N,NA/N,NA/N,NA/N
LIG1,NA/N,NA/N,NA/N,NA/N
TRAIP,NA/N,NA/N,NA/N,NA/N
POM121C,NA/N,NA/N,NA/N,NA/N
PCNX4,NA/N,NA/N,NA/N,NA/N
PCSK9,NA/N,NA/N,NA/N,NA/N
VKORC1L1,NA/N,NA/N,NA/N,NA/N
PCYT2,NA/N,NA/N,NA/N,NA/N
PDAP1,NA/N,NA/N,NA/N,NA/N
PDGFB,NA/N,NA/N,NA/N,NA/N
SLC25A28,NA/N,NA/N,NA/N,NA/N
HEBP2,NA/N,NA/N,NA/N,NA/N
PLSCR3,NA/N,NA/N,NA/N,NA/N
PDE1C,NA/N,NA/N,NA/N,NA/N
PDE1A,NA/N,NA/N,NA/N,NA/N
PDE1B,NA/N,NA/N,NA/N,NA/N
RAPGEF3,NA/N,NA/N,NA/N,NA/N
PDE4B,NA/N,NA/N,NA/N,NA/N
GATM,NA/N,NA/N,NA/N,NA/N
PDE5A,NA/N,NA/N,NA/N,NA/N
ARL16,NA/N,NA/N,NA/N,NA/N
PDGFA,NA/N,NA/N,NA/N,NA/N
PDGFD,NA/N,NA/N,NA/N,NA/N
PDIA2,NA/N,NA/N,NA/N,NA/N
ANXA4,NA/N,NA/N,NA/N,NA/N
ZHX3,NA/N,NA/N,NA/N,NA/N
C1orf174,NA/N,NA/N,NA/N,NA/N
PDK4,NA/N,NA/N,NA/N,NA/N
PDLIM1,NA/N,NA/N,NA/N,NA/N
PDLIM3,NA/N,NA/N,NA/N,NA/N
SLFN12,NA/N,NA/N,NA/N,NA/N
SERPINA4,NA/N,NA/N,NA/N,NA/N
PDPN,NA/N,NA/N,NA/N,NA/N
CLEC1B,NA/N,NA/N,NA/N,NA/N
PDZD2,NA/N,NA/N,NA/N,NA/N
SLC22A5,NA/N,NA/N,NA/N,NA/N
SLC34A3,NA/N,NA/N,NA/N,NA/N
PDZK1IP1,NA/N,NA/N,NA/N,NA/N
PEA15,NA/N,NA/N,NA/N,NA/N
PEBP1,NA/N,NA/N,NA/N,NA/N
TXNDC12,NA/N,NA/N,NA/N,NA/N
PEBP4,NA/N,NA/N,NA/N,NA/N
PEG10,NA/N,NA/N,NA/N,NA/N
RTL8A,NA/N,NA/N,NA/N,NA/N
RTL8B,NA/N,NA/N,NA/N,NA/N
RTL8C,NA/N,NA/N,NA/N,NA/N
PELI2,NA/N,NA/N,NA/N,NA/N
PELI3,NA/N,NA/N,NA/N,NA/N
PENK,NA/N,NA/N,NA/N,NA/N
PEX10,NA/N,NA/N,NA/N,NA/N
PEX2,NA/N,NA/N,NA/N,NA/N
PEX12,NA/N,NA/N,NA/N,NA/N
PEX11A,NA/N,NA/N,NA/N,NA/N
CHST7,NA/N,NA/N,NA/N,NA/N
MGAT2,NA/N,NA/N,NA/N,NA/N
RDH12,NA/N,NA/N,NA/N,NA/N
PEX26,NA/N,NA/N,NA/N,NA/N
DDO,NA/N,NA/N,NA/N,NA/N
PF4,NA/N,NA/N,NA/N,NA/N
SPIN3,NA/N,NA/N,NA/N,NA/N
SPIN2B,NA/N,NA/N,NA/N,NA/N
PFKFB1,NA/N,NA/N,NA/N,NA/N
PFKFB2,NA/N,NA/N,NA/N,NA/N
PFKFB4,NA/N,NA/N,NA/N,NA/N
NAA80,NA/N,NA/N,NA/N,NA/N
PGAM2,NA/N,NA/N,NA/N,NA/N
PGAM4,NA/N,NA/N,NA/N,NA/N
PGAP3,NA/N,NA/N,NA/N,NA/N
PGBD1,NA/N,NA/N,NA/N,NA/N
ZSCAN22,NA/N,NA/N,NA/N,NA/N
PGBD2,NA/N,NA/N,NA/N,NA/N
ZNF174,NA/N,NA/N,NA/N,NA/N
ZNF213,NA/N,NA/N,NA/N,NA/N
ZKSCAN8,NA/N,NA/N,NA/N,NA/N
ZKSCAN3,NA/N,NA/N,NA/N,NA/N
ALDH9A1,NA/N,NA/N,NA/N,NA/N
PGLYRP1,NA/N,NA/N,NA/N,NA/N
PGLYRP3,NA/N,NA/N,NA/N,NA/N
PGM2,NA/N,NA/N,NA/N,NA/N
PGM5,NA/N,NA/N,NA/N,NA/N
PGPEP1,NA/N,NA/N,NA/N,NA/N
TNNT3,NA/N,NA/N,NA/N,NA/N
PHACTR1,NA/N,NA/N,NA/N,NA/N
PHETA2,NA/N,NA/N,NA/N,NA/N
PHEX,NA/N,NA/N,NA/N,NA/N
PHF13,NA/N,NA/N,NA/N,NA/N
PHF5A,NA/N,NA/N,NA/N,NA/N
SNRPB2,NA/N,NA/N,NA/N,NA/N
PHF7,NA/N,NA/N,NA/N,NA/N
PHKG1,NA/N,NA/N,NA/N,NA/N
PHLDA3,NA/N,NA/N,NA/N,NA/N
PHLPP2,NA/N,NA/N,NA/N,NA/N
PHOSPHO1,NA/N,NA/N,NA/N,NA/N
PHOSPHO2,NA/N,NA/N,NA/N,NA/N
SIGLEC5,NA/N,NA/N,NA/N,NA/N
PHOX2A,NA/N,NA/N,NA/N,NA/N
PI4KAP1,NA/N,NA/N,NA/N,NA/N
DNAJB13,NA/N,NA/N,NA/N,NA/N
PRLHR,NA/N,NA/N,NA/N,NA/N
SLC6A3,NA/N,NA/N,NA/N,NA/N
BNC1,NA/N,NA/N,NA/N,NA/N
ICA1L,NA/N,NA/N,NA/N,NA/N
PRXL2C,NA/N,NA/N,NA/N,NA/N
PIGC,NA/N,NA/N,NA/N,NA/N
PIGK,NA/N,NA/N,NA/N,NA/N
PIGP,NA/N,NA/N,NA/N,NA/N
PIK3C2B,NA/N,NA/N,NA/N,NA/N
PIK3CD,NA/N,NA/N,NA/N,NA/N
PIK3R6,NA/N,NA/N,NA/N,NA/N
RCBTB2,NA/N,NA/N,NA/N,NA/N
PLEKHS1,NA/N,NA/N,NA/N,NA/N
PIK3R5,NA/N,NA/N,NA/N,NA/N
PIKFYVE,NA/N,NA/N,NA/N,NA/N
PILRA,NA/N,NA/N,NA/N,NA/N
PIMREG,NA/N,NA/N,NA/N,NA/N
TDRD7,NA/N,NA/N,NA/N,NA/N
SP140,NA/N,NA/N,NA/N,NA/N
DIP2C,NA/N,NA/N,NA/N,NA/N
PIP4P1,NA/N,NA/N,NA/N,NA/N
PIPOX,NA/N,NA/N,NA/N,NA/N
PITPNA,NA/N,NA/N,NA/N,NA/N
PITPNM1,NA/N,NA/N,NA/N,NA/N
PITPNM2,NA/N,NA/N,NA/N,NA/N
PITPNM3,NA/N,NA/N,NA/N,NA/N
PITX1,NA/N,NA/N,NA/N,NA/N
POU1F1,NA/N,NA/N,NA/N,NA/N
SOX2,NA/N,NA/N,NA/N,NA/N
PIWIL1,NA/N,NA/N,NA/N,NA/N
PIWIL4,NA/N,NA/N,NA/N,NA/N
PKD2L1,NA/N,NA/N,NA/N,NA/N
TNNI3,NA/N,NA/N,NA/N,NA/N
PKD2L2,NA/N,NA/N,NA/N,NA/N
PKIA,NA/N,NA/N,NA/N,NA/N
PKIG,NA/N,NA/N,NA/N,NA/N
DSC3,NA/N,NA/N,NA/N,NA/N
PLA1A,NA/N,NA/N,NA/N,NA/N
PLA2G10,NA/N,NA/N,NA/N,NA/N
ZSWIM7,NA/N,NA/N,NA/N,NA/N
SWSAP1,NA/N,NA/N,NA/N,NA/N
PLA2G12B,NA/N,NA/N,NA/N,NA/N
PLA2G16,NA/N,NA/N,NA/N,NA/N
PLA2G2A,NA/N,NA/N,NA/N,NA/N
PLA2G7,NA/N,NA/N,NA/N,NA/N
PTPRN,NA/N,NA/N,NA/N,NA/N
PLAC1,NA/N,NA/N,NA/N,NA/N
PLAG1,NA/N,NA/N,NA/N,NA/N
PLAGL1,NA/N,NA/N,NA/N,NA/N
SERPINI1,NA/N,NA/N,NA/N,NA/N
SLURP1,NA/N,NA/N,NA/N,NA/N
NDST2,NA/N,NA/N,NA/N,NA/N
TATDN2,NA/N,NA/N,NA/N,NA/N
LARGE1,NA/N,NA/N,NA/N,NA/N
PLB1,NA/N,NA/N,NA/N,NA/N
PLCB2,NA/N,NA/N,NA/N,NA/N
PLCZ1,NA/N,NA/N,NA/N,NA/N
PLEK,NA/N,NA/N,NA/N,NA/N
PLEKHA1,NA/N,NA/N,NA/N,NA/N
PLEKHA8,NA/N,NA/N,NA/N,NA/N
PLEKHA8P1,NA/N,NA/N,NA/N,NA/N
PLEKHG2,NA/N,NA/N,NA/N,NA/N
PLEKHG5,NA/N,NA/N,NA/N,NA/N
PLEKHG6,NA/N,NA/N,NA/N,NA/N
PLEKHM2,NA/N,NA/N,NA/N,NA/N
SEC24D,NA/N,NA/N,NA/N,NA/N
FABP3,NA/N,NA/N,NA/N,NA/N
BTN1A1,NA/N,NA/N,NA/N,NA/N
SRPX,NA/N,NA/N,NA/N,NA/N
RGPD4,NA/N,NA/N,NA/N,NA/N
PLK2,NA/N,NA/N,NA/N,NA/N
TAF8,NA/N,NA/N,NA/N,NA/N
PLK3,NA/N,NA/N,NA/N,NA/N
PLN,NA/N,NA/N,NA/N,NA/N
PLP1,NA/N,NA/N,NA/N,NA/N
PLPP1,NA/N,NA/N,NA/N,NA/N
PLPPR1,NA/N,NA/N,NA/N,NA/N
PLPPR2,NA/N,NA/N,NA/N,NA/N
LINS1,NA/N,NA/N,NA/N,NA/N
FUT10,NA/N,NA/N,NA/N,NA/N
RND3,NA/N,NA/N,NA/N,NA/N
SMPX,NA/N,NA/N,NA/N,NA/N
PLXND1,NA/N,NA/N,NA/N,NA/N
SEMA4A,NA/N,NA/N,NA/N,NA/N
PMEL,NA/N,NA/N,NA/N,NA/N
PMEPA1,NA/N,NA/N,NA/N,NA/N
KIF21B,NA/N,NA/N,NA/N,NA/N
PMM1,NA/N,NA/N,NA/N,NA/N
PMM2,NA/N,NA/N,NA/N,NA/N
PMP22,NA/N,NA/N,NA/N,NA/N
MPZ,NA/N,NA/N,NA/N,NA/N
FXN,NA/N,NA/N,NA/N,NA/N
PNLDC1,NA/N,NA/N,NA/N,NA/N
PNLIP,NA/N,NA/N,NA/N,NA/N
PNLIPRP2,NA/N,NA/N,NA/N,NA/N
PNLIPRP1,NA/N,NA/N,NA/N,NA/N
ZCCHC12,NA/N,NA/N,NA/N,NA/N
